Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB
26,0,1,11,60.91,142
35,0,1,1,88.42,85
54,1,0,13,58.02,442
41,1,0,1,78.71,365
19,1,3,4,49.36,448
70,0,4,11,33.56,390
69,1,3,5,61.01,156
64,1,0,12,68.87,424
48,0,3,15,46.1,121
34,0,4,24,86.4,314
69,0,4,19,31.1,276
64,1,1,5,79.91,319
60,1,0,4,87.65,134
35,1,1,6,37.88,429
59,0,3,4,60.69,265
23,1,4,22,72.84,83
46,1,3,14,53.57,475
46,0,0,10,88.0,306
56,0,2,20,85.69,427
45,0,2,20,63.74,393
58,0,4,24,71.28,272
61,1,4,21,36.64,432
69,1,4,19,55.85,230
48,0,3,2,53.76,467
27,1,2,1,68.71,342
38,0,0,10,54.72,74
22,1,2,12,37.88,139
45,1,3,4,69.67,223
25,1,1,9,83.94,373
60,1,1,17,75.44,493
63,0,1,6,38.81,438
51,1,1,22,73.09,224
53,0,0,10,91.89,429
58,1,1,9,73.44,115
18,0,4,13,72.04,486
58,0,4,24,44.53,167
28,1,1,8,69.03,133
33,0,0,7,84.26,116
35,0,4,1,78.78,236
26,1,3,13,71.48,224
48,0,2,16,90.7,302
69,1,2,23,85.04,93
48,1,4,12,87.76,84
42,1,1,6,33.69,403
69,0,1,14,77.91,373
20,0,0,20,99.31,475
58,1,0,11,82.17,245
42,0,4,12,84.16,261
64,1,4,3,96.88,399
64,0,1,3,99.36,192
69,1,4,22,71.6,430
69,1,0,24,52.34,59
66,1,0,7,92.32,311
30,1,3,17,36.65,349
31,1,1,9,31.0,462
29,1,0,13,44.63,191
50,1,3,3,34.58,321
35,1,4,23,81.17,311
42,1,1,22,39.1,54
29,1,2,7,97.81,263
30,0,1,10,80.34,355
33,0,1,23,90.46,352
57,1,4,2,31.91,444
54,0,0,17,58.21,411
18,0,2,22,43.24,79
43,0,1,15,81.98,313
59,0,2,14,96.22,156
51,1,1,6,71.88,314
42,1,2,19,85.81,172
39,1,3,16,49.78,346
34,0,3,12,32.01,173
31,0,4,7,44.43,136
50,1,2,13,63.95,455
34,0,0,3,56.56,289
64,1,1,3,38.11,483
35,1,0,10,80.87,348
31,1,1,1,91.4,241
54,1,0,19,58.27,398
54,0,1,4,47.48,414
56,1,2,24,60.95,120
57,1,0,4,37.18,379
49,0,0,24,64.41,361
64,1,3,18,35.55,189
45,0,0,1,65.27,141
52,0,0,8,83.97,118
50,0,3,14,87.62,136
44,0,1,7,86.0,272
38,0,4,5,53.59,278
69,1,3,20,48.28,477
69,0,3,12,62.42,333
33,1,1,14,98.54,481
50,0,4,8,32.82,269
56,0,2,16,59.54,458
46,1,3,20,72.06,303
69,0,0,4,72.62,222
46,1,0,4,91.61,257
68,0,2,10,87.24,59
40,0,4,15,56.35,402
56,1,0,1,43.2,73
24,0,3,19,72.99,88
39,1,1,2,57.87,80
45,0,1,9,52.79,183
30,1,3,2,64.45,243
25,1,2,9,89.73,283
61,0,4,21,40.58,372
54,0,0,10,65.87,263
54,0,4,7,89.21,280
57,1,3,18,42.6,141
44,0,3,14,96.82,136
68,1,3,5,57.36,466
18,0,3,8,72.48,234
25,0,1,21,51.73,201
33,1,4,12,72.9,326
30,0,0,7,69.55,389
21,1,3,9,72.67,103
59,1,3,7,81.46,376
60,1,1,15,47.33,134
32,0,3,1,97.44,474
58,1,1,5,74.98,491
36,0,3,11,58.83,194
40,0,0,4,52.63,61
66,1,4,16,77.32,202
22,0,3,24,30.01,184
64,0,4,2,34.77,361
27,0,4,5,86.38,311
24,1,4,23,51.52,412
37,1,0,10,48.64,154
21,1,1,9,37.23,137
51,0,4,21,63.8,255
32,0,3,3,51.34,212
54,0,1,8,60.88,333
18,1,2,23,50.87,118
25,1,2,15,43.5,105
62,0,3,9,62.36,420
62,0,2,14,70.28,462
26,1,1,13,89.88,160
31,1,0,8,87.28,51
46,1,1,5,82.33,282
34,1,0,3,34.66,377
63,0,3,11,60.65,90
49,1,0,1,79.54,158
33,1,4,17,30.88,104
28,1,4,21,77.97,478
52,0,2,10,99.07,193
69,1,3,4,76.31,379
59,0,0,12,86.34,70
58,1,2,1,63.91,270
58,0,4,2,94.71,220
32,0,4,11,85.95,450
67,0,0,7,63.22,476
61,1,2,14,73.33,265
48,1,2,14,91.18,423
56,1,3,7,40.95,287
49,0,1,6,93.06,329
59,1,0,19,86.07,103
54,0,4,24,31.86,111
68,1,2,3,83.95,142
62,1,2,2,53.41,283
40,0,1,7,72.46,432
34,1,0,4,80.46,442
18,1,1,18,62.09,137
45,1,3,3,70.02,202
18,0,4,1,73.59,345
66,1,4,4,85.77,276
42,0,1,17,93.4,189
18,0,0,12,95.53,135
56,0,1,8,94.15,86
35,1,3,24,97.35,344
36,0,1,14,94.81,66
69,1,1,6,34.39,147
25,1,1,16,88.14,170
47,0,3,14,66.93,91
61,1,1,19,38.67,297
20,1,0,22,41.23,233
33,1,4,8,72.12,70
39,1,1,2,50.9,223
67,0,4,15,45.46,383
57,0,2,1,77.52,288
37,0,3,14,31.57,251
33,0,2,7,44.23,346
52,0,3,20,89.51,386
66,0,1,19,63.95,115
37,0,1,10,54.4,283
42,1,1,8,44.57,245
23,0,0,4,66.78,389
24,1,4,6,72.68,403
44,0,1,13,92.26,396
52,0,4,2,30.61,416
68,0,0,7,46.29,272
66,0,3,20,36.74,111
51,0,3,22,93.68,480
37,1,1,10,89.13,61
36,0,1,23,35.64,182
38,1,1,18,84.78,135
45,1,1,22,52.39,127
35,1,3,7,98.47,479
33,1,1,1,71.21,383
60,1,4,21,59.12,63
19,0,0,19,81.53,135
20,1,2,9,84.31,465
64,1,0,18,83.35,364
33,1,4,3,72.66,400
48,0,2,11,63.22,50
27,1,2,23,97.56,395
18,0,1,3,80.35,262
53,0,3,13,57.28,115
27,0,4,10,39.26,59
45,1,4,15,54.82,278
52,1,3,6,56.25,336
20,1,2,8,64.3,61
41,1,0,7,46.74,118
29,0,4,21,72.03,440
36,0,0,10,65.82,417
29,0,2,13,56.26,348
28,0,4,20,43.99,222
53,1,2,16,60.54,495
52,0,3,18,52.63,212
60,0,3,18,55.05,412
64,0,1,12,61.49,425
66,1,3,5,97.07,402
33,0,0,6,86.47,395
59,1,2,7,89.29,480
50,1,0,15,49.87,236
46,0,3,12,55.66,106
61,0,3,13,42.83,397
56,0,2,22,54.9,56
23,1,2,14,52.35,265
46,1,4,9,80.21,268
38,0,3,8,35.03,276
49,1,4,12,92.43,302
22,0,4,9,87.35,402
24,1,0,20,34.85,94
23,0,2,12,97.03,322
35,1,4,14,66.05,369
57,0,2,7,69.05,51
18,1,4,15,67.14,202
65,0,4,11,53.53,224
35,0,4,8,87.42,286
46,0,0,6,63.66,274
40,0,4,16,71.17,436
63,0,0,9,59.45,480
62,1,4,6,76.21,142
21,0,1,14,79.73,341
61,1,0,19,67.71,300
50,0,2,9,30.72,409
51,0,4,2,42.23,476
59,1,0,9,78.39,478
41,1,1,13,60.51,377
18,1,1,7,40.17,468
44,1,3,23,79.85,119
56,1,4,10,99.6,242
56,0,4,23,57.12,480
43,1,0,12,94.03,94
63,1,1,4,56.85,353
27,1,3,5,83.77,296
43,1,1,10,96.89,166
65,0,3,16,61.67,297
28,0,2,9,91.96,395
56,0,2,15,91.87,109
40,1,4,14,50.49,476
40,0,0,15,51.81,347
18,1,4,18,39.48,90
52,1,3,4,65.53,170
68,1,0,22,49.94,468
53,1,0,8,68.52,413
30,1,1,10,87.73,231
50,1,4,18,70.23,320
54,0,2,17,77.88,373
45,1,0,9,36.65,346
20,0,1,18,63.69,198
65,0,3,15,52.65,291
25,1,2,18,99.18,238
44,0,3,9,92.74,484
60,1,0,7,53.01,499
47,1,2,15,94.02,253
59,0,1,1,85.22,430
49,0,2,12,86.86,382
50,0,4,10,62.77,331
58,0,1,14,79.68,125
68,1,3,11,50.31,84
20,0,2,5,69.93,190
31,1,4,15,38.88,458
56,1,3,3,33.14,216
65,1,4,9,71.04,91
25,0,3,14,37.22,250
23,1,4,10,91.3,339
65,1,1,12,45.66,393
24,1,4,16,96.85,111
54,0,4,11,48.78,385
47,0,4,18,49.89,177
59,1,1,17,39.94,368
55,0,2,14,71.93,234
60,0,4,12,96.55,393
23,0,2,23,58.49,73
47,1,1,8,66.34,200
69,0,4,5,70.24,251
64,1,3,2,33.93,70
59,1,2,11,40.92,397
19,0,1,10,73.6,110
59,0,2,1,63.16,285
21,0,2,3,94.43,324
39,1,4,2,97.73,227
45,1,2,18,39.97,399
62,1,1,9,62.28,438
64,0,1,4,58.7,63
53,0,4,1,82.56,133
53,1,1,10,63.46,393
49,0,3,12,50.71,64
30,0,3,20,87.95,62
20,0,3,24,57.16,50
42,0,3,19,91.53,308
65,0,3,22,54.68,113
19,1,4,14,74.63,230
38,1,3,23,90.32,499
61,1,3,10,96.77,76
56,1,0,18,67.15,243
38,1,2,11,38.98,207
69,1,4,6,56.09,205
63,1,0,7,47.17,436
35,0,0,9,39.8,407
53,1,4,4,63.26,276
54,0,4,18,30.1,491
67,0,4,8,33.9,140
40,0,2,5,90.73,267
39,1,1,12,91.02,101
66,0,0,12,88.78,274
66,0,1,14,79.51,289
55,0,1,8,41.03,304
28,1,4,4,39.94,402
25,1,3,6,67.62,184
42,1,4,9,63.83,484
38,1,2,20,82.43,480
37,1,4,5,94.95,262
25,1,3,22,37.68,311
48,0,2,15,76.49,316
36,1,1,19,58.26,301
60,0,4,7,90.57,356
41,1,1,10,43.27,165
52,0,4,7,88.29,371
19,0,4,11,55.91,237
55,0,2,4,45.46,241
69,0,0,13,76.03,222
61,1,1,3,77.97,267
49,0,3,24,58.65,65
68,1,1,3,97.5,309
30,1,3,1,31.84,367
59,0,1,24,74.29,51
54,0,4,8,43.86,51
20,0,3,5,63.37,285
47,1,4,19,31.69,402
18,1,3,3,89.22,138
18,1,4,1,68.12,459
37,1,1,7,68.63,296
28,0,3,6,32.47,498
48,0,0,15,91.7,73
21,0,3,9,86.2,369
46,1,2,14,74.35,135
37,1,1,8,35.06,116
65,0,2,14,49.33,390
30,0,1,1,59.46,137
43,1,1,18,58.94,228
18,1,0,4,92.61,149
31,0,2,22,44.66,129
37,0,1,19,65.81,181
31,0,0,9,88.26,472
45,1,1,4,43.72,379
53,0,1,2,75.9,412
23,0,2,8,64.62,88
50,1,0,4,54.61,379
59,0,0,12,68.79,259
39,0,3,3,54.76,405
34,1,4,8,58.4,203
56,0,0,22,45.82,294
50,1,0,21,70.83,103
58,1,3,1,82.0,267
28,1,3,15,96.54,153
24,1,0,18,30.25,304
27,1,2,6,62.8,419
26,1,1,14,93.01,441
45,0,4,7,71.01,85
55,0,0,10,84.31,349
55,1,2,12,36.13,375
24,0,3,8,92.55,234
26,1,3,15,74.7,418
48,1,4,3,36.65,312
44,1,3,22,80.19,233
19,0,4,16,79.82,79
53,1,3,6,69.66,108
62,1,4,5,55.67,328
18,1,2,1,75.98,230
24,1,3,17,84.78,284
61,0,0,13,75.12,317
65,1,0,16,41.27,310
38,1,0,8,83.84,260
53,0,3,9,86.13,471
57,0,0,3,69.15,178
52,1,4,23,89.28,103
35,1,3,12,36.52,492
57,1,0,19,59.04,392
47,1,3,14,58.74,365
37,1,1,18,46.13,108
24,0,3,1,72.97,75
57,0,0,18,41.1,257
22,1,0,11,38.26,91
47,1,4,13,93.65,276
35,0,3,17,42.81,487
48,0,4,5,48.31,251
43,1,0,7,35.29,127
59,1,4,2,93.55,219
48,1,2,12,93.26,218
51,0,3,21,56.45,349
18,1,1,8,38.93,193
32,1,3,8,65.36,308
43,1,2,19,64.88,312
26,1,1,18,32.38,490
27,0,1,3,32.27,153
58,0,0,5,96.06,460
19,1,1,10,62.71,419
35,0,4,23,58.12,110
66,0,0,17,83.25,110
61,1,0,7,48.11,325
29,1,0,24,76.29,91
47,0,2,21,73.29,161
56,1,1,21,34.13,303
18,1,1,19,47.82,296
65,1,0,20,60.7,181
59,1,4,15,39.36,369
50,1,1,19,59.31,458
36,0,1,20,83.39,148
57,0,4,22,58.74,193
26,0,4,17,89.61,368
64,1,0,10,70.56,493
63,1,4,21,94.36,373
39,1,4,11,97.33,227
20,1,0,8,89.35,417
25,0,2,17,54.29,84
27,0,3,10,95.37,170
57,0,2,9,82.73,82
42,1,4,7,48.27,316
38,0,2,2,46.97,435
44,1,0,21,40.2,172
42,1,2,16,66.34,99
40,0,1,24,82.67,136
40,0,0,20,96.3,484
34,0,3,19,64.46,312
50,1,3,11,54.2,275
18,1,2,2,97.61,444
33,0,2,10,53.05,152
57,1,2,22,63.41,242
29,0,0,24,49.68,216
67,0,0,14,50.74,406
31,0,0,11,99.4,361
34,0,1,7,34.5,270
49,0,1,11,48.73,225
63,0,0,20,65.98,319
37,1,3,22,42.77,119
66,0,2,11,82.9,193
27,0,0,24,67.91,203
63,0,2,14,64.98,432
67,1,3,20,36.17,478
60,1,3,21,82.92,372
34,1,4,19,92.99,315
20,1,3,22,32.92,327
31,0,0,16,30.38,294
55,1,2,5,59.1,206
41,0,4,10,66.48,459
34,0,1,16,54.94,129
34,1,4,14,41.15,143
65,1,4,17,58.18,351
41,0,4,11,49.25,444
66,1,0,1,84.88,96
41,1,1,20,63.54,69
21,1,4,24,98.21,252
22,1,3,18,63.13,484
24,0,4,18,56.67,459
54,1,2,3,94.65,276
66,0,2,20,64.44,310
41,0,0,11,72.68,265
47,1,2,11,96.54,146
44,1,0,24,63.14,99
23,1,4,24,82.96,260
31,1,3,20,92.84,391
37,1,2,11,39.68,167
22,0,3,23,41.5,398
29,1,2,10,61.08,103
18,0,0,19,96.49,139
21,0,4,22,50.35,394
51,0,3,23,46.67,344
27,0,2,11,47.94,226
63,0,3,13,54.37,381
38,1,1,8,35.66,188
23,0,2,1,62.37,51
21,0,0,18,99.35,136
68,0,0,3,77.15,323
29,0,0,11,55.66,59
51,0,2,2,58.3,302
52,1,3,18,83.13,373
45,0,1,16,41.44,242
51,0,2,16,52.96,136
47,0,1,7,66.42,294
53,0,3,19,65.11,251
42,1,4,10,36.13,95
46,1,0,17,47.87,468
51,0,1,18,71.22,192
42,1,0,5,97.57,500
34,1,1,19,90.7,178
35,1,4,4,56.98,228
30,0,1,8,44.64,388
36,1,0,23,36.34,335
68,1,1,16,89.57,308
51,1,3,6,89.44,163
50,1,2,4,92.67,292
21,1,4,8,84.06,178
25,0,4,2,78.69,56
22,0,0,7,72.28,343
18,1,2,17,51.42,466
49,1,0,7,81.45,304
66,0,0,10,76.18,350
48,0,2,19,81.28,308
34,0,2,20,97.4,145
43,1,0,3,76.95,375
58,0,4,8,74.01,151
66,1,1,20,86.83,468
58,1,3,23,41.44,350
27,0,0,19,58.53,111
56,0,3,18,55.07,285
45,0,4,4,41.02,101
31,1,1,19,67.03,417
23,0,1,21,81.82,359
38,0,4,24,80.25,307
70,0,3,6,95.18,158
68,1,2,20,74.06,187
43,0,3,14,69.97,334
41,0,2,15,52.28,76
32,1,1,5,38.21,364
48,1,4,11,30.41,470
59,0,3,6,73.85,55
39,1,0,17,57.62,234
42,0,1,16,49.49,196
67,0,1,7,54.84,113
43,0,0,19,65.98,246
62,0,2,19,61.99,286
25,0,2,1,37.36,271
50,0,2,10,81.05,296
46,1,0,10,94.34,308
59,0,2,20,49.94,488
50,1,2,20,85.41,245
19,0,4,13,99.9,65
70,1,0,21,79.98,350
52,1,4,8,53.01,105
39,1,2,18,66.36,305
59,1,4,10,58.7,252
68,0,3,16,34.82,106
28,0,1,16,98.54,389
34,1,2,21,61.74,393
67,0,1,17,99.57,209
59,1,2,17,51.86,456
52,1,1,16,57.82,275
58,1,3,14,69.95,91
62,1,3,6,51.39,144
43,1,2,15,89.58,455
55,0,4,22,43.24,326
69,0,3,1,30.1,216
56,0,4,12,93.55,83
52,0,0,7,79.47,199
33,0,1,6,91.65,222
48,1,3,8,33.88,307
40,1,1,5,40.8,393
40,0,4,23,68.98,117
33,1,0,12,36.68,351
60,1,4,8,37.45,329
48,0,1,12,34.74,497
56,1,0,8,85.16,291
30,0,2,24,66.8,347
29,1,4,2,93.3,269
19,1,2,12,95.03,57
48,1,3,2,82.79,341
56,1,3,22,94.73,277
30,1,4,22,81.62,331
55,1,1,7,70.91,120
32,1,3,10,66.57,74
24,0,2,9,58.4,190
51,1,2,4,61.86,260
58,1,1,2,81.99,392
45,1,0,17,88.19,395
28,0,1,11,44.78,132
22,0,3,10,85.16,418
29,0,3,20,63.69,407
32,1,0,15,56.22,50
20,0,2,12,67.69,244
59,0,3,18,82.24,237
38,0,4,21,86.5,72
46,0,2,7,89.59,334
56,0,0,15,32.07,267
60,1,1,20,33.82,337
63,0,3,19,82.41,165
41,0,3,24,67.16,437
62,0,3,15,38.21,256
52,1,4,15,47.36,249
40,0,4,5,41.41,244
38,0,1,16,61.85,112
67,1,1,13,42.64,148
29,1,3,7,40.88,142
68,0,4,16,64.43,246
67,1,1,18,34.24,315
22,1,4,23,82.93,365
52,1,0,6,41.22,408
39,1,2,3,58.87,235
64,0,4,23,38.56,488
67,0,4,22,72.52,168
32,1,0,3,85.52,247
25,0,4,4,51.18,190
45,0,0,21,74.24,483
38,0,2,16,74.61,369
36,0,3,4,88.74,366
62,0,4,17,75.98,347
29,1,1,8,85.12,93
19,0,3,6,88.97,119
42,1,4,3,61.77,145
42,0,0,18,85.0,318
29,1,4,7,50.87,500
65,0,1,4,82.14,79
54,0,0,9,33.99,72
37,0,4,17,67.91,239
44,1,4,13,59.6,61
66,1,0,3,58.76,392
53,0,4,15,57.94,401
56,0,2,23,48.99,178
21,0,4,20,89.21,370
65,0,1,21,55.81,329
34,1,1,12,43.69,247
52,0,1,23,85.04,462
54,0,0,4,71.61,125
27,1,2,18,92.89,432
43,0,2,1,97.2,60
61,0,4,13,72.73,242
22,1,4,4,51.17,90
35,0,2,11,51.37,309
69,1,1,5,75.37,267
47,0,0,7,47.85,345
31,0,4,12,72.02,409
18,0,3,10,49.49,355
46,0,2,11,33.76,121
25,1,0,22,49.99,183
48,0,3,19,72.46,408
50,1,2,8,63.49,208
61,0,3,4,44.58,244
27,1,0,5,40.6,97
51,1,2,2,76.09,323
34,0,3,11,58.29,194
25,0,2,6,50.53,492
41,1,0,17,44.8,96
58,0,1,9,32.1,269
29,0,2,12,83.76,183
36,0,1,3,72.46,347
20,0,3,20,80.05,371
34,1,3,2,74.02,468
47,0,3,9,32.24,80
29,0,0,16,86.83,150
59,1,4,14,31.89,147
49,0,4,12,96.62,202
55,1,2,10,47.41,152
31,1,2,21,59.12,140
44,1,1,3,43.64,210
42,0,1,3,91.93,365
20,1,4,13,86.21,465
26,1,3,5,31.76,424
20,1,1,15,65.96,149
47,1,0,6,39.95,150
25,1,1,5,83.56,139
31,1,2,2,71.39,428
25,0,1,20,65.44,388
66,1,1,20,58.46,341
22,0,3,15,38.46,121
29,1,2,13,36.23,291
51,1,4,1,63.7,256
24,0,3,10,30.35,72
57,1,2,21,66.99,150
64,1,3,15,85.09,483
52,1,3,3,64.13,74
62,1,0,14,81.95,133
22,1,4,22,86.3,387
59,1,0,7,80.7,212
34,0,3,14,55.19,395
43,1,4,21,35.91,128
29,1,0,3,94.87,171
23,1,3,8,39.34,391
56,1,1,19,92.32,294
51,1,2,22,86.28,313
32,0,3,19,42.05,308
64,1,3,5,87.44,211
52,1,2,10,42.41,312
53,0,2,5,84.37,310
57,0,1,20,88.01,122
37,1,1,22,50.52,387
69,1,2,21,80.26,265
31,1,3,21,73.71,311
39,0,3,21,76.89,224
67,1,1,8,43.67,305
43,1,4,21,89.62,497
26,0,3,9,96.88,104
26,1,4,10,56.36,184
64,0,0,9,52.02,288
67,0,2,2,71.55,225
34,0,3,15,68.62,284
52,0,3,15,67.36,305
51,1,2,11,38.26,65
38,0,3,15,30.74,289
32,0,1,7,54.97,227
28,1,4,9,38.74,487
27,1,0,18,87.72,458
37,1,0,10,83.97,200
67,0,1,8,48.04,125
38,1,3,9,89.86,224
60,1,0,22,96.75,325
67,1,1,2,83.86,57
24,0,4,14,57.49,87
27,1,2,24,81.21,139
28,1,4,3,97.65,248
63,1,3,3,75.42,420
64,0,1,14,65.89,116
26,0,2,19,97.65,489
51,1,2,21,92.8,291
59,0,0,20,31.61,359
24,0,2,6,91.01,491
24,1,0,18,63.43,500
54,1,1,11,61.7,276
41,1,3,2,51.07,173
20,1,0,4,68.71,419
59,1,2,20,62.43,220
37,1,1,13,40.84,413
20,1,0,22,64.53,235
69,1,2,11,64.59,176
60,1,1,15,94.17,445
39,0,4,9,36.7,103
58,0,2,15,51.72,153
24,0,1,19,63.47,304
38,0,2,10,45.85,214
63,0,0,6,97.62,444
22,0,3,2,67.63,228
41,1,2,3,63.04,331
54,1,3,13,94.32,499
19,1,0,4,54.65,56
31,1,0,12,55.01,271
55,1,2,18,46.66,412
42,0,0,17,45.91,388
23,1,3,5,44.7,496
46,1,0,18,53.12,302
65,1,1,1,38.21,306
60,1,1,24,69.53,351
43,1,4,20,56.46,316
18,1,1,20,41.1,95
54,1,4,2,58.63,399
44,0,1,22,50.13,72
49,0,3,24,66.93,224
35,0,0,18,94.92,457
66,1,0,8,67.71,406
20,1,0,14,99.69,259
32,0,1,17,51.8,261
46,1,4,24,45.5,456
41,1,0,12,40.17,210
62,0,3,23,81.07,68
35,1,3,18,36.66,144
18,1,3,4,96.81,224
69,1,0,20,30.79,394
25,0,0,6,58.26,317
56,0,1,21,96.17,104
49,1,2,18,79.52,342
51,0,2,23,63.3,213
33,1,3,20,84.61,401
25,0,2,7,94.7,465
68,0,4,2,40.22,385
43,1,0,14,75.33,105
20,0,1,14,42.09,438
55,0,0,1,66.16,368
18,0,2,11,38.77,181
45,1,0,8,64.57,265
22,1,3,3,39.21,394
36,1,3,16,96.31,483
62,0,4,19,61.65,351
24,0,3,6,71.62,178
51,1,2,22,47.47,471
51,1,4,12,98.79,226
32,1,1,12,75.09,344
40,0,3,3,49.01,456
39,1,2,3,45.12,280
59,0,1,17,87.69,292
39,0,2,19,72.57,163
29,0,3,22,83.25,92
47,0,3,4,36.28,69
58,0,0,6,66.38,260
51,0,1,3,40.6,352
27,1,1,1,44.59,273
40,0,4,5,72.13,300
48,0,3,13,43.43,442
57,0,1,21,82.04,213
52,0,1,2,88.34,161
63,0,0,18,53.27,413
40,1,1,2,70.38,419
21,0,0,18,77.08,403
36,0,3,17,81.3,356
51,1,4,9,54.4,175
63,0,2,23,89.45,223
68,1,1,5,95.67,104
66,0,1,7,79.35,188
55,0,2,19,49.92,284
19,0,1,4,47.8,335
48,0,2,8,95.1,245
42,1,3,1,69.58,287
56,0,2,8,78.43,102
36,1,3,14,43.22,474
63,1,0,18,67.28,189
57,0,2,13,52.63,335
64,1,3,19,38.88,338
58,0,0,2,56.34,354
31,0,3,5,55.69,177
67,1,0,21,57.46,99
34,1,3,3,50.36,418
24,1,4,22,41.87,129
58,0,4,12,88.99,455
45,1,1,7,85.12,58
34,1,1,1,52.69,422
42,1,4,2,83.36,367
38,0,0,16,98.14,365
42,1,4,14,89.27,336
43,1,4,3,49.54,117
61,1,4,24,47.3,181
42,1,0,24,83.42,375
23,0,0,1,73.55,174
36,1,2,18,47.64,249
51,0,1,18,89.17,243
36,0,1,8,57.97,237
39,0,1,2,31.43,196
63,1,3,21,59.77,118
37,0,0,4,94.18,324
27,1,0,20,70.68,179
24,1,3,23,91.15,479
40,0,1,1,59.96,173
33,1,4,18,87.93,238
61,1,4,18,39.3,334
54,0,2,10,47.87,130
32,0,3,12,99.55,231
65,0,3,20,83.31,216
34,0,0,19,53.96,92
30,1,1,1,49.06,478
54,0,0,17,33.36,483
20,0,3,3,97.86,324
28,0,3,14,38.29,238
40,0,4,24,77.06,125
44,1,1,23,98.04,186
30,1,0,24,34.74,126
63,1,3,5,68.61,342
21,0,0,7,67.16,457
59,1,0,17,93.48,170
27,0,1,13,46.36,327
18,0,1,24,36.99,213
28,1,0,18,35.07,362
54,1,4,6,60.19,246
37,0,0,14,47.39,356
68,1,1,4,94.6,240
66,0,3,13,50.07,333
28,0,4,8,85.17,211
35,1,0,22,79.4,355
58,1,0,16,44.39,152
32,0,4,5,75.19,397
69,1,2,17,71.92,184
57,0,3,12,60.23,50
65,1,1,7,51.05,300
20,0,1,7,57.3,108
68,1,4,10,93.05,462
46,0,3,21,39.0,97
18,0,4,15,70.25,339
68,0,2,24,55.66,315
22,0,4,4,61.17,435
42,0,3,19,64.0,170
64,0,1,8,88.84,416
18,1,1,18,64.15,390
33,0,2,13,62.07,485
53,0,1,9,39.11,277
47,0,4,14,49.63,274
38,1,1,17,46.37,141
59,0,1,2,86.27,493
50,1,3,24,38.45,87
30,1,3,21,42.46,80
62,0,3,8,84.85,434
50,0,0,18,66.76,419
29,0,1,13,51.0,233
24,1,1,18,37.31,222
53,1,2,1,33.3,119
38,0,0,21,79.51,482
66,0,0,22,58.79,405
69,0,1,16,81.52,120
66,1,1,12,35.48,447
36,1,4,23,97.18,464
44,1,2,21,58.32,389
49,0,4,10,84.4,114
27,1,3,4,31.37,189
47,1,2,8,49.72,231
22,0,4,18,49.06,237
19,0,2,21,93.9,81
26,1,3,15,57.54,291
70,1,3,24,30.63,119
65,1,0,4,65.38,401
42,0,0,12,70.37,357
23,0,1,3,92.87,481
59,1,3,11,50.21,269
49,0,4,6,30.82,301
28,0,3,16,75.47,326
26,1,3,8,55.43,161
35,1,1,11,82.48,225
35,1,1,14,97.1,217
21,1,1,10,71.8,299
29,0,0,19,53.57,349
70,1,2,14,35.6,351
36,0,4,14,71.45,426
49,1,4,16,41.94,183
35,1,0,20,78.58,279
51,0,4,19,37.76,134
64,1,4,12,41.1,53
63,0,0,8,80.99,180
51,1,0,23,68.94,147
18,1,4,13,50.43,151
32,0,1,22,70.59,88
51,0,3,2,68.21,165
61,0,4,2,78.29,339
43,1,0,21,83.98,98
36,1,0,24,74.65,252
21,0,3,19,48.73,73
32,0,1,11,73.59,452
60,1,2,10,92.92,323
54,1,3,16,79.6,69
60,1,2,21,94.84,334
48,0,2,23,56.47,429
43,0,3,4,81.88,156
28,1,4,6,36.11,364
20,0,0,23,84.67,475
59,1,0,12,54.43,69
46,0,0,8,57.04,66
32,0,3,9,75.83,361
30,0,1,19,84.32,366
60,1,2,13,62.71,112
26,1,1,19,83.2,105
28,0,3,24,67.74,438
36,1,1,16,43.53,132
30,1,0,9,32.3,123
28,1,1,19,56.96,447
25,1,2,1,33.67,384
62,0,3,23,69.16,377
70,1,4,15,85.34,111
69,0,0,3,64.59,249
68,0,1,22,81.67,333
58,0,1,11,48.42,330
63,0,0,9,97.14,220
26,1,0,8,40.79,94
54,1,2,20,95.86,417
41,1,1,22,92.29,464
66,1,2,18,32.95,446
53,1,1,21,53.44,280
18,0,0,8,50.65,475
62,0,1,22,94.28,346
38,0,4,4,34.25,81
45,1,3,10,60.41,469
50,0,4,17,48.67,447
18,0,2,5,76.28,378
55,0,3,1,42.82,357
25,1,3,7,46.02,255
40,0,2,17,39.73,298
29,0,4,19,57.94,329
37,1,3,20,58.37,295
65,1,2,14,55.03,124
33,1,0,4,59.27,135
51,0,4,9,82.89,422
69,1,0,14,38.2,434
65,0,1,18,98.02,213
55,1,1,1,70.1,234
28,0,0,3,33.42,71
49,1,4,16,49.95,194
48,0,3,18,54.29,237
18,0,1,17,51.53,306
55,0,3,9,80.34,140
23,0,1,6,96.24,86
69,0,3,21,66.78,137
40,1,2,1,60.06,292
39,1,4,9,41.64,57
19,0,4,14,87.32,175
46,1,0,10,46.25,72
33,0,0,1,60.86,95
26,1,4,15,39.66,145
37,1,3,14,32.53,361
31,0,3,1,60.6,278
65,1,4,2,83.73,94
51,0,4,21,96.31,488
69,0,3,1,60.2,276
60,0,2,22,32.82,489
52,0,3,13,95.56,169
67,1,3,2,92.73,380
51,0,3,17,57.03,488
